copies_mL,Temperature,Salinity,DO_mgL,pH,Chl_a,DOC,TDN,TOC,TN,Ammonium,NO2NO3,Nitrite,Orthophosphate,Silicate,DIN,DON,DIN_DIP,cfu_tot,cfu_gre,cfu_yel,hf_copies_mL,Vv,Vp,Va,Vc,tot_bacteria,tss,VAI,dust,dust_lag,date
0.7711408746799719,-1.6254712740448785,-1.739963850967246,1.2048571126858958,-0.4333935115344572,-1.0787263753276348,-0.5100168913636545,0.7619223764160098,0.10976977888093543,-0.487818351795698,-1.1992916347682046,-0.2905462390431487,-1.1117558245774484,-0.41914777250920776,0.5650359459489939,-1.2001618749418268,1.0335886771126548,-0.26339094120023704,-0.07441992482162434,-0.45578177518195506,0.2632146696763927,NA,-1.1100554698822018,-0.3742561676383101,-0.41293944786433184,-0.41574721351905103,0.8747923443292028,-0.5653093969625266,-0.4121945007539984,-0.704956463800977,-0.463329998816104,2022-07-07
-0.13134817554235606,-1.2771560010352678,-0.48482168550580407,1.2401499166376382,0.9415100422989999,-0.24221791236724521,2.7122611683504263,-1.617582836996766,2.7139244307979675,-0.854140017724883,-1.18663272970177,-0.3103054219439376,0.3014218187694218,-0.3221047740161198,0.42060252901591105,-1.202663053506544,-1.3335942414368966,-0.7286098449003615,-0.43163556396542574,-0.42668932144693605,-0.3536947123776548,NA,1.8633780217368414,-0.3742561676383101,-0.41293944786433184,-0.41574721351905103,-0.14125887084877325,0.24762318972878294,-0.38035466974908466,-0.704956463800977,-0.6636889172230679,2022-07-08
-1.3486001022975116,-0.9288407280256448,-1.3847349362140062,0.534293837602777,-0.3138366807663333,-1.0021304196830687,0.9590206995052613,-1.1561030380318638,-0.07973047877796889,-0.5977148515744535,-0.3861431446184095,-0.34041465303085416,-0.7752849571139078,0.23127137215279803,0.37213527272342745,-0.5504807427565344,-1.024063836774469,-0.8709031030352146,1.220486767074655,-0.048487422891696885,2.0645900652742237,NA,-0.38188605644252366,-0.3742561676383101,0.15000568292219826,-0.41574721351905103,-0.6163496087260949,-1.2457812086586106,-0.4372852467840605,-0.552074339121247,-0.6636889172230679,2022-07-09
-1.0725582081703808,0.11610509100321179,0.09933252986618249,1.522492348251583,1.1208452884511857,-0.5506174179887866,0.2119056546314118,-0.9974693571376774,-0.44862431368730227,0.09829631369099813,-0.5507089104820585,-0.3168918162442006,-0.15842170009741696,-0.3902659277195982,-0.020469366875318275,-0.6730384924276772,-0.8380872932220808,-0.07884124669990812,-1.3842106016822306,-0.9503534886772679,-1.4888079753571068,NA,0.9594219785691931,0.7319961373636343,3.1002557624140152,-0.41574721351905103,0.00272988602134741,-0.12495926639146102,-0.45909845970575963,-0.7559171720275537,-0.713778646824809,2022-07-11
-0.1248991949029613,-0.2322101820064112,-0.8716265037926643,-0.359790529174714,-1.38984815767947,-0.2926099884491964,-0.27383721437508274,0.8484498387219301,-0.5690622552216277,0.26680428001842205,-0.5134768367572511,-0.38181484577536434,-0.0014019619477645977,-0.4341663317998047,-0.03524294141119383,-0.6849190906100838,1.0014445831653276,2.6368905035306818,-0.43163556396542574,-0.5430591363870103,-0.2549892112490093,NA,-0.6360848561648405,-0.3742561676383101,-0.41293944786433184,1.5178192880866215,-0.3401126157494157,-0.49483982423024003,-0.34771666493571424,-0.9087992967072837,-0.713778646824809,2022-07-12
0.17454566813119377,0.8127356370224453,0.35983373401856095,-0.8421255165152028,1.658851026907754,0.2173578215001497,-0.37775627225005465,1.252244662816219,0.3784390330728939,2.3694906424519457,0.7963475168814755,-0.1870457571818732,-1.605246430190641,-0.3221047740161198,0.1064592264480294,0.5444101739484191,1.1211239329513565,-0.01048328602706576,-1.23537075203898,-0.7757987662671572,-1.3901024742284587,NA,-0.12786307906735145,-0.3742561676383101,-0.41293944786433184,-0.41574721351905103,-0.2528234426599325,-0.9296591097298882,-0.3381376369943834,-0.19534938153521048,-0.8640478356300318,2022-07-13
-0.5635756354514534,1.509366183041679,0.44666746873601854,-1.0538823402256614,-0.8518424192229016,-0.28454725627608435,-0.21951588866771227,-0.348513389843284,0.05670970673644261,-0.2020874523709332,2.395837404099204,-0.23785508464104482,-1.1454029113238022,-0.1626769907774754,0.17339965829461604,1.8537771525778721,-0.7722206007139423,-0.23769661287947896,-0.253027744393525,-0.1939496915667893,-0.2549892112490093,NA,-0.5880112613928347,-0.3742561676383101,0.03971523720835572,-0.41574721351905103,-0.10755716069890145,-1.2130789225625331,-0.41622747798603255,-0.3482315062149404,-0.16279162120565818,2022-07-14
-0.7604290497082058,0.8127356370224453,-0.5400795166896413,-0.6891900327243163,0.8817316269149273,0.5277730101649687,-0.32186041536276006,0.08412392168631162,-0.3669286470521298,-0.6416734514859553,0.8395367224022524,-0.20868676702559444,0.21169625411247758,-0.20657739485768187,0.33538755791150293,0.5662954863896946,-0.046251978930348235,-0.42126689260696243,0.2530277443935252,0.6788239204837607,-0.15628371012035638,NA,-0.8968932305211592,-0.3742561676383101,-0.41293944786433184,2.639652847103889,-1.1108070701892225,1.3340658055872194,1.1800655879365236,-0.3482315062149404,-0.3130608100108811,2022-07-15
0.648467454994639,-0.9288407280256448,0.6519108417045542,-1.6891528113570367,-0.4931719269185245,-1.3790631487760638,-1.3405820887734652,-0.27640717125501807,-1.5199324369856417,-0.7735492512204628,-0.5293004680902942,3.17060396574505,1.4285992247722825,3.12147758024902,-3.1182334442936703,1.6625933160373016,-0.6565951377761812,-0.9253814440250403,2.2028297747201084,2.773480589405087,1.2996224315271963,NA,0.6568403127879221,-0.3742561676383101,-0.41293944786433184,-0.41574721351905103,-0.18123008912010732,-0.07642673613232412,-0.31358392536949503,1.6901968228481252,-0.3130608100108811,2022-07-16
-0.8558114051470468,0.11610509100321179,1.1018674670586552,0.07548738623011692,-0.4333935115344572,0.8482666140461782,-0.22738854456733135,0.5023399894982528,-0.44441319685043773,0.20819281346975366,-0.014567048844831032,-0.31595090277273447,1.3669128990706334,-0.3740920946374169,0.3401299994852033,-0.22220105613740218,0.5508532662251246,0.0014549367580946725,0.37209962410812725,0.27152956819350865,0.3865965460872051,NA,1.4116811806891545,3.0105655390194666,-0.41293944786433184,-0.41574721351905103,0.28285357349451673,1.6565466823679564,-0.45791912001289,1.5882754063949724,1.6905283740587573,2022-07-17
1.644210210498494,0.8127356370224453,1.1492313223590886,-0.21861931336774207,0.5828395499946175,1.862155184815036,-0.22502674779744597,1.5406695371692827,0.46434581654492896,1.4683393442661494,0.08074705989067617,-0.3093645084724715,0.9631478581143844,-0.42954523663346716,0.41936105216415653,-0.1377862795781969,1.5646837293405809,1.219846800445717,0.40186759403677413,0.3297144756635397,0.3865965460872051,NA,-0.040472070429998744,-0.3742561676383101,0.013538900370084494,-0.41574721351905103,-1.0803929922031068,0.018707187056257586,2.824677671517417,1.5882754063949724,1.5903489148552759,2022-07-18
1.6188575629156174,0.8127356370224453,1.2123831294263296,0.2754799419566615,-1.270291326911346,1.3743598883417483,-0.3872034593295979,-0.5936745330433886,-0.29449743745806045,-0.854140017724883,0.2676520699892096,-0.2717279696138259,0.525735730411782,-0.29206765543492597,0.4414345105883463,0.044174461004979244,-0.6008810999411387,-0.32161886936022427,-0.6400113534659779,-0.6594289513270838,-0.5017529640706269,NA,-1.1100554698822018,-0.3742561676383101,-0.41293944786433184,-0.41574721351905103,2.6701560463504865,1.3931115999273675,-0.4422255571625223,-0.3482315062149404,1.5903489148552759,2022-07-19
