copies_mL,Temperature,Salinity,DO_mgL,pH,Chl_a,DOC,TDN,TOC,TN,Ammonium,NO2NO3,Nitrite,Orthophosphate,Silicate,DIN,DON,DIN_DIP,cfu_tot,cfu_gre,cfu_yel,Vv,Vp,Vc,tot_bacteria,tss,VAI,dust,dust_lag
0.04401060137411128,0.19586660980930115,1.9625514324728601,0.3379804272894627,0.8284570100909259,-0.07466813023670071,2.3742729605662176,-1.7855032447088317,2.4178196764438757,-1.2697367215753474,0.03252876051105824,-0.07563419472104105,-0.7308024550645407,1.1223782779467784,-0.5715005301383776,0.026407829401550842,-1.700642837671882,-0.11902146758359167,-0.41268549484944,-0.32130169088198124,-0.424142589710543,3.1648573935336035,1.702975427747541,0,-1.1427686829779535,0.6732053063052119,0.30951600302719984,0,-0.2003589184069639
0.011330690391899711,-0.19586660980930115,-2.010418540581956,0.5633007121491111,0.051778563130681965,0.82881624562738,-0.49898459334359013,-0.4322797329295067,-1.413547985998487,-0.16732964547892126,1.4442769666909798,0.45380516832624634,0.3365537622007751,-0.619243187832705,-0.018873861629404742,1.4548313288490844,-0.7346320366655632,1.39930411591858,0.11981191785951462,0.13387570453415742,0.08929317678116777,-1.4890346106021781,1.165169522636392,0,0.13327158685774387,-1.1697417278197169,-0.14133607452282548,0.15288212467972995,0
-0.05033251953622653,0.2937999147139536,1.946595729769832,-0.5633007121491111,0.3624499419147831,-0.26880526885212325,-1.7181454579756161,-0.6202274428988576,-0.7536376909633387,0.16732964547892126,-1.2669952219057132,0.0864390796811898,0.6827233461787159,-0.7289008356780808,-0.25970433602061,-1.2403677446183061,-0.3121918562808972,-0.9904522148115018,-0.2795611416722009,-0.5355028181366339,-0.022323294195292775,-0.5468175943954043,-2.178114206657342,0,-0.20485522351567287,1.4839389412113957,0.060493944060686866,-0.20384283290630667,-0.05008972960174107
0.9163043889599757,0,-2.154019864909232,-0.563300712149106,-1.1391283888750268,0.18667032559175234,-0.44163860276529704,0.39469019093563684,-0.4148305116081021,0.47246017546989694,0.7148195122305019,-0.27012212400371804,-0.7500340986188707,1.0256215298479183,-0.6915382901013921,0.6834026154219569,0.22228060167199926,0.395037390608868,0.8253709896988783,0.45517739541613866,1.0045482387881257,-0.9130000751285191,0.5191088431593798,0,0.2655200926330359,1.1098508532740696,1.7743615975468137,-0.15288212467972995,0
0.0893542555723294,-1.077266353951162,1.7391715946304094,1.5209119228025894,1.7086925833125473,1.0528206363374826,0.2234259373180254,2.2553725196322087,0.4637770405928238,1.7323539767229539,0.4789859985253306,3.0361726738017882,2.730893384714863,1.7029187665399401,-0.970305226367701,0.6962064114954365,1.9855402059465064,0.13439072364424853,-1.2247440492305939,-0.8568045090186152,-1.3393976517175008,1.6354621864783945,-0.1191492589662653,0,0.8927263939169484,-1.4032057971206942,-1.4483637100832174,0.7134499151720732,-0.1502691888052229
0.9146504846987566,-0.6855331343325559,-0.047867108109095835,2.027882563736791,-2.2264782146193767,-0.39947449676634994,-0.6174003401221435,-1.315633969785455,-0.19578611593888656,-0.009842920322289617,1.1629031882703276,-3.5331973819686286,-3.346305978453424,-2.8833510933460342,-0.05813149381856686,0.8826616918154784,-1.4455374922537776,2.0009004656513176,0.5591222833444018,0.48195253632297175,0.5357590606870002,-0.8822900438628574,-1.4461820007552653,0,-0.8358208793007131,-0.5783729798752212,2.9577110483204665,-0.15288212467972995,0.7012562144243737
0.24526510310412664,-0.48966652452325476,-1.850861513551629,-2.87283363196045,1.50157833078981,0.541343944216082,0.4461071215116574,-1.2028653438038441,0.3693553676577577,-2.2638716741265874,0.5903970032757044,0.8860005667321941,1.7404637416668667,1.2062341262991232,0.4327776471622523,0.6465917017107048,-1.285873657184404,-0.22241601375739117,2.4162070101668793,2.4097626816148594,2.042581418869189,1.3398778673190213,1.399229295293204,0,1.5984293082860532,1.181756683204512,-2.786671638523236,0,-0.15026918880522291
-0.7596981638312849,-0.5875998294279072,1.6593930811152573,0.5069706409341965,-1.2944640782670775,-1.2170905228582252,-0.31577532474280917,0.9773280918406235,0.10344727402444726,2.165442470903692,-1.1439958462232749,0.3430550974847216,-0.31491816320215416,0.11127026031368914,-0.05294118187048047,-1.1003262250646269,1.1729494028839424,-0.9923189822516998,-0.9119018192640905,-1.552958172596244,-0.23439458905056276,-1.0132227091998411,0.4991365746460281,0,1.0068765945158078,0.6291760118912912,-0.41604312020850687,2.038428329063066,0
-0.05482125902704135,0.5875998294279072,0.702050918933375,-0.5069706409341965,-0.2588928156534146,0.7914821805090297,0.14001358738596248,0.4322797329295068,-0.33672434833461007,-0.1870154861235005,-0.7564969866352951,-0.656396761329034,-1.6563253011166728,0.5531260766318173,1.2604908489198,-0.7930351193011236,0.5870990851545331,-0.8013996016783894,0.8187147720400169,0.8300293681117863,0.6808604729563952,-0.321016983877424,-1.898365869939232,2.5753082080680887,-1.0333450084348805,0.5789312549523193,0.14936059110108385,-0.10192141645315278,2.0035891840696385
1.5815144603659033,0.7834664392372084,0.09573421621819156,-0.7322909257938399,-0.932014136352299,0.761614928414349,1.218416111507632,0.9397385498467536,2.7465598391994175,-0.33465929095784386,0.8197247648786643,1.685562053783199,2.105864969199137,1.3029908743979843,1.080811686207866,0.9314761643456184,0.6843245489677264,0.3142538333410269,-1.0849634783944873,0.13387570453415765,-1.930964947892728,-0.9748154302647949,1.8341136636664943,-2.5753082080680887,-0.2581671269446654,-1.016618915398435,0.6914870082569166,0,-0.10017945920348148
