copies_mL,Temperature,Salinity,DO_mgL,pH,Chl_a,DOC,TDN,TOC,TN,Ammonium,NO2NO3,Nitrite,Orthophosphate,Silicate,DIN,DON,DIN_DIP,cfu_tot,cfu_gre,cfu_yel,Vv,Vp,Va,Vc,tot_bacteria,tss,VAI,dust,dust_lag
-0.902489050222328,0.3483152730096106,1.2551421654614419,0.03529280395174239,1.374903553833457,0.8365084629603896,3.222278059714081,-2.379505213412776,2.604154651917032,-0.366321665929185,0.012658905066434523,-0.01975918290078893,1.4131776433468701,0.09704299849308795,-0.14443341693308281,-0.002501178564717099,-2.3671829185495517,-0.4652189037001245,-0.3572156391438014,0.029092453735019008,-0.6169093820540474,2.9734334916190432,0,0,0,-1.0160512151779761,0.8129325866913095,0.03183983100491372,0,-0.2003589184069639
-1.2172519267551556,0.34831527300962306,-0.8999132507082022,-0.7058560790348611,-1.2553467230653332,-0.7599125073158235,-1.753240468845165,0.4614797989649022,-2.7936549095759364,0.25642516615042954,0.8004895850833605,-0.030109231086916544,-1.0767067758833295,0.5533761461689178,-0.04846725629248361,0.6521823107500095,0.30953040466242765,-0.14229325813485305,1.6521223310400808,0.37820189855523917,2.4182847776518788,-2.245264078179365,0,0.5629451307865301,0,-0.47509073787732164,-1.4934043983873937,-0.05693057703497584,0.15288212467972995,0
0.27604189412713076,1.0449458190288565,1.4840674660801887,0.988198510648806,1.434681969217519,0.4515130016942821,-0.7471150448738495,0.1586336808941864,-0.36889383490933336,0.6960111652654516,-0.16456576586364902,0.023522836786653567,0.6168632570164908,-0.6215372998723963,-0.3926046395987457,-0.12255774967114286,0.18597654355238824,0.7920618563353065,-2.6046973687568857,-0.901866065785571,-3.553398040631331,1.3413080350117168,1.1062523050019444,2.950250079491817,0,0.6190794947474423,1.1208219422671497,-0.021813212921699132,-0.20384283290630667,-0.05008972960174107
0.9476590132674195,-0.34831527300962295,-0.9709590336588467,-1.882282877426297,-2.510693446130656,0.2580074295395902,-0.48574286900649455,1.8459191958596075,-0.12043794153432541,0.16850796632742393,0.03723207372480741,-0.06492302953116375,0.15701973814965237,-0.04390040408020646,-0.014773574535875553,-0.01188059818240661,1.8395318763874084,2.71573175023059,0.952575037716805,0.40729435229025757,1.2338187641080975,-1.5955068347340335,-1.1062523050019444,-3.5131952102783472,1.9335665016056724,-0.3428425017707631,-0.36988055783877904,0.1113817947700454,-0.15288212467972995,0
0.2994448630341551,1.0449458190288565,1.2314602378112252,-0.48233498734048885,3.0486991845872238,0.5099678099493461,-0.10391905787497191,0.4037948240942888,0.9475012882945215,2.1026863624335235,1.3098243536387266,0.19476908859349115,-1.6038444682428765,0.11206155778368487,0.14170216785922324,1.229329264558503,0.1196793497860289,-2.6473737895577476,-0.8037351880735544,-0.23273962988014685,-1.1351132629794494,0.5082217770974891,0,0,-1.9335665016056724,0.0872891730894832,-0.43481928549964816,0.009579027941330864,0.7134499151720732,-0.1502691888052229
-0.7381213035826472,0.6966305460192336,0.08683373471745759,-0.21175682371045856,-2.510693446130656,-0.501905077776234,0.15824038358234238,-1.6007580526595029,-0.3217293263364513,-2.571578094822879,1.5994898872177286,-0.05080932745917163,0.45984351886683883,0.1594277832386444,0.06694043184658664,1.309366978629453,-1.8933445336652988,-0.2272133268524132,0.9823430076454551,0.5818490747003678,1.1351132629794494,-0.4601481823254832,0,0.4526546850726876,0,0.14526628196103106,-0.28341981283264495,-0.07808984099164917,-0.15288212467972995,0.7012562144243737
-0.1968534142567524,-0.6966305460192336,-0.9867469854256599,0.36469230750134507,1.733574046137829,0.812320266441053,-0.10234452669504779,0.4326373115295956,-0.4236383537885724,-0.43958599911502216,-1.5563006816969516,0.029168317615450384,1.3570991654362798,-0.04390040408020646,0.1619878996168869,-1.2874816661881776,0.725968621783594,-0.18357027972748347,0.5060554887870502,0.87277361205055,0.09870550112865292,-0.30888196912832455,0,-0.4526546850726876,3.05540006062294,-1.0032499094903211,2.5471447281497523,1.596293065922556,0,-0.15026918880522291
1.4088965047028448,-1.7415763650480902,1.1919903583941953,-0.9999627786327203,-1.3749035538334518,-1.9068361589410325,-1.0187216734107052,-0.3605310929413297,-1.153003789933512,-0.13187579973450747,-1.3688371904925467,3.3792907327706443,1.216902970659805,3.328054975106702,-3.4536210022051734,1.096297829647607,-0.6103431588458329,-0.5041145514180778,1.9498020303265833,2.0946566689213264,1.4559061416475527,1.5537335433090813,0,0,-3.05540006062294,0.9295769810691152,-1.4104925417195435,-1.4936495133060186,2.038428329063066,0
-1.5042788601416857,1.0449458190288565,0.4499566253541011,1.7646401975871535,0.05977841538406731,2.227329762822242,1.1131935442061338,0.7787471607532708,1.075519240135204,0.9817420646902164,0.5147334192454631,-3.4865548685177843,-0.061686325701649114,-3.495569674886437,3.4583634437788735,-1.8847943721747038,1.2074484040013058,0.926836380783135,-1.830730150611981,-2.5019510212115783,-0.9130258854399911,0.7548408679012324,3.384821706657777,0,0,0.4640836626146241,1.7329734185002805,-0.14433519464339495,-0.10192141645315278,2.0035891840696385
2.5000216156455406,0.6966305460192336,0.04736385530043341,-0.29410669959785896,1.0162330615290747,1.0138885707688576,0.002361796769885377,1.03832954767103,0.9087590133953667,1.2601465307963957,0.0953141087355072,0.0065863943002629766,-0.403765040956249,-0.05545314199605028,0.07923105267895325,0.08441477655920529,1.0138304631154562,1.2183918636876223,0.029767969928646887,0.05818490747003102,0,-1.4521532511191533,-3.384821706657777,0.4264783482344163,0,-1.3632465656976236,-1.6378394953116988,3.282596791530307,0,-0.10017945920348148
