date,Replicate,site,Salinity,DO_mgL,pH,Temperature,Chl_a,DOC,TDN,TOC,TN,Ammonium,NO2NO3,Nitrite,Orthophosphate,Silicate,DIN,DON,DIN_DIP,Total_Bacteria,Total_Vibrio,Vp,Va,Vv,Vc,type,HF183,cfu_mL,cfu_yel,cfu_gre,TSS,dust,dust_lag
2022-07-12,2,RD,NA,NA,NA,NA,3.59,120.6,10.9,131.3,17.8,0.709,0.147,0.081,0.404,5.292,0.856,10.044,2.1188118811881185,178969.58893344685,11533.823181652037,0.336,3.541666666666667,1.415884301819554,5.7,Daily,NA,640,380,260,108.2,NA,NA
2022-07-12,3,C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917233.9109499924,3607.202207899724,0.336,3.541666666666667,2.1241906865092632,66.60622043727318,Daily,NA,320,180,140,NA,NA,NA
2022-07-12,3,RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214734.37339105937,12337.026432143824,2.1347261967438,3.541666666666667,0.45500000000000007,5.7,Daily,NA,500,240,260,NA,NA,NA
2022-07-12,3,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6259451.480999567,5726.054655960073,6.720000000000001,7.083333333333334,38.34714663309022,570,Daily,0,100,90,10,NA,NA,NA
2022-07-12,4,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,Daily,NA,NA,NA,NA,NA,NA,NA
2022-07-12,5,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,Daily,NA,NA,NA,NA,NA,NA,NA
2022-07-13,1,C2,42.2,2.29,8.17,31.3,8,653.4,62.5,810.9,93,1.679,0.192,0.029,0.079,142.958,1.871,60.629,23.68354430379747,818565.3156848901,4257.890132329061,0.336,3.541666666666667,6.837017044779619,5.7,Daily,NA,40,0,40,23.6,0.2,0.06
2022-07-13,1,BO,34.62,5.6,8.92,30,27.96,718.4,67.7,1359.2,177.3,0.493,0.153,0.119,1.009,75.691,0.646,67.054,0.6402378592666007,10862674.493776066,7320.314328804692,6.720000000000001,7.083333333333334,9.1,570,Daily,0,120,120,0,161,0.2,0.06
2022-07-13,1,RD,36.44,6.1,8.22,28.5,5.82,147.8,17,202.7,28.5,1.199,0.273,0.165,0.567,0.126,1.472,15.528,2.596119929453263,805941.818020897,12568.813771217858,0.336,3.541666666666667,0.45500000000000007,5.7,Daily,NA,80,40,40,63.6,0.2,0.06
2022-07-13,2,BO,NA,NA,NA,NA,28.26,711.8,69.4,1385.3,179.9,0.625,0.181,0.002,1.048,75.894,0.806,68.59400000000001,0.7690839694656488,17514661.411950853,7076.565712065503,6.720000000000001,7.083333333333334,9.1,570,Daily,0,120,100,20,162,NA,NA
2022-07-13,2,C2,NA,NA,NA,NA,8.85,635.3,61,755,87.9,1.677,0.27,0.031,0.061,142.918,1.947,59.053,31.91803278688525,919386.7807117708,4026.454472189368,0.336,3.541666666666667,0.45500000000000007,5.7,Daily,NA,80,40,40,27.8,NA,NA
2022-07-13,2,RD,NA,NA,NA,NA,4.44,133.9,16,206.3,28.7,1.116,0.316,0.287,0.549,0.791,1.4320000000000002,14.568,2.608378870673953,914855.3698011296,13490.870626294918,3.2587703745485,3.541666666666667,4.009355029810228,5.7,Daily,NA,40,20,20,66.8,NA,NA
2022-07-13,3,C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878980.6837067552,4306.256254111712,0.336,3.541666666666667,0.45500000000000007,5.7,Daily,NA,20,20,0,NA,NA,NA
2022-07-13,3,RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726399.3118492225,12643.63476235616,0.893891023630183,3.541666666666667,5.13677343829857,5.7,Daily,NA,60,0,60,NA,NA,NA
2022-07-13,3,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3107463.226418983,8286.576950271803,6.720000000000001,7.083333333333334,9.1,570,Daily,74130.57225783078,40,40,0,NA,NA,NA
2022-07-13,4,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,Daily,NA,NA,NA,NA,NA,NA,NA
2022-07-13,5,BO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,Daily,NA,NA,NA,NA,NA,NA,NA
