"Estimate","Std..Error","Lower","Upper","LoD","Assay"
0.284283186704939,0.387182433202742,-0.496544606013078,1.06511097942296,"1rep.LOD","hf183"
0.173762398215043,0.174191272363392,-0.177527781933778,0.525052578363864,"2rep.LOD","hf183"
0.130284732568229,0.10364107597413,-0.0787274168683775,0.339296882004835,"3rep.LOD","hf183"
0.106208782107052,0.0692218807023273,-0.0333904447212102,0.245808008935315,"4rep.LOD","hf183"
0.0906428791086976,0.0492673599661031,-0.00871422141149181,0.189999979628887,"5rep.LOD","hf183"
0.0649179886588761,0.0219624635179867,0.0206264598063266,0.109209517511425,"8rep.LOD","hf183"
