"Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"hf183",0.997543045093712,-3.0914477418254,34.4197950685397,0.45,0.284283186704939,27,0.173762398215043,0.130284732568229,0.106208782107052,0.0906428791086976,0.0649179886588761
