"","date","copies_mL","site"
"1","2022-07-11",0,"BO"
"2","2022-07-12",0,"BO"
"3","2022-07-13",0,"BO"
"4","2022-07-14",8731.01807128137,"BO"
"5","2022-07-15",12501.7208361036,"BO"
"6","2022-07-16",45380.6563514591,"BO"
"7","2022-07-17",69846.7748456529,"BO"
"8","2022-07-18",9326.02888204602,"BO"
"9","2022-07-19",0,"BO"
"10","2022-07-07",0,"BO"
"11","2022-07-08",11999.1785825554,"BO"
"12","2022-07-09",5563.93614993238,"BO"
